name, subject, grade
qi__zccgt, Music, 
qi__zccgt, Ancient History, 73
qi__zccgt, Biology, 25
qi__zccgt, Neural Networks, 4
name, subject, grade
ev__qhhblfzrv, Mathematics, 20
ev__qhhblfzrv, Physics, 68
ev__qhhblfzrv, Soc Studies, 34
ev__qhhblfzrv, Art, 96
ev__qhhblfzrv, Music, 25
ev__qhhblfzrv, Ancient History, 75
ev__qhhblfzrv, Biology, 13
ev__qhhblfzrv, Neural Networks, 5
name, subject, grade
fxen__jtay, Mathematics, 82
fxen__jtay, Physics, 
fxen__jtay, Soc Studies, 40
fxen__jtay, Art, 6
fxen__jtay, Music, 51
fxen__jtay, Ancient History, 56
fxen__jtay, Biology, 63
fxen__jtay, Neural Networks, 70
name, subject, grade
odvugyyu__it, Mathematics, 90
odvugyyu__it, Physics, 0
odvugyyu__it, Soc Studies, 85
odvugyyu__it, Art, 2
odvugyyu__it, Music, 64
odvugyyu__it, Ancient History, 35
odvugyyu__it, Biology, 98
odvugyyu__it, Neural Networks, 71
name, subject, grade
mqmmb__jlhxgor, Mathematics, 60
mqmmb__jlhxgor, Physics, 4
mqmmb__jlhxgor, Soc Studies, 24
mqmmb__jlhxgor, Art, 41
mqmmb__jlhxgor, Music, 54
mqmmb__jlhxgor, Ancient History, 89
mqmmb__jlhxgor, Biology, 35
mqmmb__jlhxgor, Neural Networks, 87
name, subject, grade
ldvwlnqno__hdfqtotob, Mathematics, 13
ldvwlnqno__hdfqtotob, Physics, 51
ldvwlnqno__hdfqtotob, Soc Studies, 96
ldvwlnqno__hdfqtotob, Art, 24
ldvwlnqno__hdfqtotob, Music, 73
ldvwlnqno__hdfqtotob, Ancient History, 76
ldvwlnqno__hdfqtotob, Biology, 69
ldvwlnqno__hdfqtotob, Neural Networks, 
name, subject, grade
mit__cfmdzbglf, Mathematics, 22
mit__cfmdzbglf, Physics, 72
mit__cfmdzbglf, Soc Studies, 
mit__cfmdzbglf, Art, 53
mit__cfmdzbglf, Music, 20
mit__cfmdzbglf, Ancient History, 74
mit__cfmdzbglf, Biology, 77
mit__cfmdzbglf, Neural Networks, 70
name, subject, grade
vp__twz, Mathematics, 5
vp__twz, Physics, 22
vp__twz, Soc Studies, 84
vp__twz, Art, 24
vp__twz, Music, 83
vp__twz, Ancient History, 14
vp__twz, Biology, 74
vp__twz, Neural Networks, 
name, subject, grade
wwqjmrmm__k, Mathematics, 17
wwqjmrmm__k, Physics, 34
wwqjmrmm__k, Soc Studies, 20
wwqjmrmm__k, Art, 24
wwqjmrmm__k, Music, 60
wwqjmrmm__k, Ancient History, 98
wwqjmrmm__k, Biology, 90
wwqjmrmm__k, Neural Networks, 71
name, subject, grade
jnj__jgluwevt, Mathematics, 96
jnj__jgluwevt, Physics, 69
jnj__jgluwevt, Soc Studies, 55
jnj__jgluwevt, Art, 33
jnj__jgluwevt, Music, 68
jnj__jgluwevt, Ancient History, 16
jnj__jgluwevt, Biology, 
jnj__jgluwevt, Neural Networks, 94
name, subject, grade
uwbvbthbxl__cfvfggzut, Mathematics, 5
uwbvbthbxl__cfvfggzut, Physics, 78
uwbvbthbxl__cfvfggzut, Soc Studies, 1
uwbvbthbxl__cfvfggzut, Art, 
uwbvbthbxl__cfvfggzut, Music, 69
uwbvbthbxl__cfvfggzut, Ancient History, 66
uwbvbthbxl__cfvfggzut, Biology, 84
uwbvbthbxl__cfvfggzut, Neural Networks, 41
name, subject, grade
qt__laok, Mathematics, 49
qt__laok, Physics, 63
qt__laok, Soc Studies, 45
qt__laok, Art, 
qt__laok, Music, 86
qt__laok, Ancient History, 42
qt__laok, Biology, 
qt__laok, Neural Networks, 3
name, subject, grade
gm__txofhqbtf, Mathematics, 52
gm__txofhqbtf, Physics, 
gm__txofhqbtf, Soc Studies, 
gm__txofhqbtf, Art, 72
gm__txofhqbtf, Music, 9
gm__txofhqbtf, Ancient History, 
gm__txofhqbtf, Biology, 18
gm__txofhqbtf, Neural Networks, 88
name, subject, grade
dumk__c, Mathematics, 25
dumk__c, Physics, 
dumk__c, Soc Studies, 82
dumk__c, Art, 75
dumk__c, Music, 55
dumk__c, Ancient History, 83
dumk__c, Biology, 20
dumk__c, Neural Networks, 65
name, subject, grade
wasangz__oda, Mathematics, 55
wasangz__oda, Physics, 70
wasangz__oda, Soc Studies, 66
wasangz__oda, Art, 94
wasangz__oda, Music, 79
wasangz__oda, Ancient History, 24
wasangz__oda, Biology, 40
wasangz__oda, Neural Networks, 82
name, subject, grade
pbzrml__bdoibs, Mathematics, 41
pbzrml__bdoibs, Physics, 16
pbzrml__bdoibs, Soc Studies, 
pbzrml__bdoibs, Art, 16
pbzrml__bdoibs, Music, 68
pbzrml__bdoibs, Ancient History, 75
pbzrml__bdoibs, Biology, 82
pbzrml__bdoibs, Neural Networks, 54
name, subject, grade
cnlrsf__ppwuwtqy, Mathematics, 53
cnlrsf__ppwuwtqy, Physics, 96
cnlrsf__ppwuwtqy, Soc Studies, 59
cnlrsf__ppwuwtqy, Art, 26
cnlrsf__ppwuwtqy, Music, 24
cnlrsf__ppwuwtqy, Ancient History, 7
cnlrsf__ppwuwtqy, Biology, 
cnlrsf__ppwuwtqy, Neural Networks, 97
name, subject, grade
vfgjrjecfq__f, Mathematics, 21
vfgjrjecfq__f, Physics, 21
vfgjrjecfq__f, Soc Studies, 97
vfgjrjecfq__f, Art, 32
vfgjrjecfq__f, Music, 99
vfgjrjecfq__f, Ancient History, 71
vfgjrjecfq__f, Biology, 53
vfgjrjecfq__f, Neural Networks, 
name, subject, grade
xxhfujbd__van, Mathematics, 
xxhfujbd__van, Physics, 
xxhfujbd__van, Soc Studies, 
xxhfujbd__van, Art, 68
xxhfujbd__van, Music, 92
xxhfujbd__van, Ancient History, 80
xxhfujbd__van, Biology, 46
xxhfujbd__van, Neural Networks, 28
name, subject, grade
ruidqxjaj__ybjbcll, Mathematics, 14
ruidqxjaj__ybjbcll, Physics, 57
ruidqxjaj__ybjbcll, Soc Studies, 
ruidqxjaj__ybjbcll, Art, 7
ruidqxjaj__ybjbcll, Music, 34
ruidqxjaj__ybjbcll, Ancient History, 44
ruidqxjaj__ybjbcll, Biology, 98
ruidqxjaj__ybjbcll, Neural Networks, 62
name, subject, grade
chnmpftn__hoyqu, Mathematics, 10
chnmpftn__hoyqu, Physics, 50
chnmpftn__hoyqu, Soc Studies, 24
chnmpftn__hoyqu, Art, 79
chnmpftn__hoyqu, Music, 4
chnmpftn__hoyqu, Ancient History, 58
chnmpftn__hoyqu, Biology, 45
chnmpftn__hoyqu, Neural Networks, 32
name, subject, grade
javi__iukzw, Mathematics, 90
javi__iukzw, Physics, 
javi__iukzw, Soc Studies, 34
javi__iukzw, Art, 89
javi__iukzw, Music, 29
javi__iukzw, Ancient History, 79
javi__iukzw, Biology, 
javi__iukzw, Neural Networks, 30
name, subject, grade
fhvdgdgx__hbnxkex, Mathematics, 
fhvdgdgx__hbnxkex, Physics, 59
fhvdgdgx__hbnxkex, Soc Studies, 
fhvdgdgx__hbnxkex, Art, 91
fhvdgdgx__hbnxkex, Music, 4
fhvdgdgx__hbnxkex, Ancient History, 45
fhvdgdgx__hbnxkex, Biology, 48
fhvdgdgx__hbnxkex, Neural Networks, 87
name, subject, grade
jftjjislhh__me, Mathematics, 46
jftjjislhh__me, Physics, 45
jftjjislhh__me, Soc Studies, 75
jftjjislhh__me, Art, 6
jftjjislhh__me, Music, 7
jftjjislhh__me, Ancient History, 55
jftjjislhh__me, Biology, 67
jftjjislhh__me, Neural Networks, 69
name, subject, grade
qjmqrkferd__tevhwjnniq, Mathematics, 80
qjmqrkferd__tevhwjnniq, Physics, 39
qjmqrkferd__tevhwjnniq, Soc Studies, 
qjmqrkferd__tevhwjnniq, Art, 58
qjmqrkferd__tevhwjnniq, Music, 
qjmqrkferd__tevhwjnniq, Ancient History, 73
qjmqrkferd__tevhwjnniq, Biology, 38
qjmqrkferd__tevhwjnniq, Neural Networks, 23
name, subject, grade
lo__jeiy, Mathematics, 85
lo__jeiy, Physics, 93
lo__jeiy, Soc Studies, 87
lo__jeiy, Art, 42
lo__jeiy, Music, 29
lo__jeiy, Ancient History, 
lo__jeiy, Biology, 15
lo__jeiy, Neural Networks, 63
name, subject, grade
cmbsxec__utoh, Mathematics, 78
cmbsxec__utoh, Physics, 27
cmbsxec__utoh, Soc Studies, 70
cmbsxec__utoh, Art, 16
cmbsxec__utoh, Music, 20
cmbsxec__utoh, Ancient History, 
cmbsxec__utoh, Biology, 
cmbsxec__utoh, Neural Networks, 94
name, subject, grade
bwwoz__ui, Mathematics, 
bwwoz__ui, Physics, 4
bwwoz__ui, Soc Studies, 4
bwwoz__ui, Art, 28
bwwoz__ui, Music, 67
bwwoz__ui, Ancient History, 97
bwwoz__ui, Biology, 
bwwoz__ui, Neural Networks, 75
name, subject, grade
yidrz__vkezhhkso, Mathematics, 
yidrz__vkezhhkso, Physics, 72
yidrz__vkezhhkso, Soc Studies, 93
yidrz__vkezhhkso, Art, 73
yidrz__vkezhhkso, Music, 
yidrz__vkezhhkso, Ancient History, 95
yidrz__vkezhhkso, Biology, 83
yidrz__vkezhhkso, Neural Networks, 76
name, subject, grade
fuaprf__szqlwyrnpp, Mathematics, 44
fuaprf__szqlwyrnpp, Physics, 12
fuaprf__szqlwyrnpp, Soc Studies, 12
fuaprf__szqlwyrnpp, Art, 41
fuaprf__szqlwyrnpp, Music, 
fuaprf__szqlwyrnpp, Ancient History, 75
fuaprf__szqlwyrnpp, Biology, 28
fuaprf__szqlwyrnpp, Neural Networks, 
name, subject, grade
nyzxsyi__slwcdkf, Mathematics, 44
nyzxsyi__slwcdkf, Physics, 59
nyzxsyi__slwcdkf, Soc Studies, 93
nyzxsyi__slwcdkf, Art, 53
nyzxsyi__slwcdkf, Music, 
nyzxsyi__slwcdkf, Ancient History, 64
nyzxsyi__slwcdkf, Biology, 25
nyzxsyi__slwcdkf, Neural Networks, 85
name, subject, grade
xxttacgoib__inxhodcg, Mathematics, 26
xxttacgoib__inxhodcg, Physics, 3
xxttacgoib__inxhodcg, Soc Studies, 52
xxttacgoib__inxhodcg, Art, 56
xxttacgoib__inxhodcg, Music, 22
xxttacgoib__inxhodcg, Ancient History, 53
xxttacgoib__inxhodcg, Biology, 48
xxttacgoib__inxhodcg, Neural Networks, 46
name, subject, grade
voqvrwagil__aghn, Mathematics, 41
voqvrwagil__aghn, Physics, 86
voqvrwagil__aghn, Soc Studies, 59
voqvrwagil__aghn, Art, 93
voqvrwagil__aghn, Music, 
voqvrwagil__aghn, Ancient History, 81
voqvrwagil__aghn, Biology, 99
voqvrwagil__aghn, Neural Networks, 9
name, subject, grade
vyh__d, Mathematics, 39
vyh__d, Physics, 55
vyh__d, Soc Studies, 66
vyh__d, Art, 39
vyh__d, Music, 56
vyh__d, Ancient History, 20
vyh__d, Biology, 
vyh__d, Neural Networks, 
name, subject, grade
gk__csmnqzumvs, Mathematics, 43
gk__csmnqzumvs, Physics, 56
gk__csmnqzumvs, Soc Studies, 65
gk__csmnqzumvs, Art, 24
gk__csmnqzumvs, Music, 68
gk__csmnqzumvs, Ancient History, 69
gk__csmnqzumvs, Biology, 93
gk__csmnqzumvs, Neural Networks, 44
name, subject, grade
fvbcpvbm__sx, Mathematics, 17
fvbcpvbm__sx, Physics, 65
fvbcpvbm__sx, Soc Studies, 94
fvbcpvbm__sx, Art, 71
fvbcpvbm__sx, Music, 66
fvbcpvbm__sx, Ancient History, 98
fvbcpvbm__sx, Biology, 89
fvbcpvbm__sx, Neural Networks, 22
name, subject, grade
ihyxsl__qazzywjjq, Mathematics, 97
ihyxsl__qazzywjjq, Physics, 18
ihyxsl__qazzywjjq, Soc Studies, 97
ihyxsl__qazzywjjq, Art, 4
ihyxsl__qazzywjjq, Music, 14
ihyxsl__qazzywjjq, Ancient History, 6
ihyxsl__qazzywjjq, Biology, 63
ihyxsl__qazzywjjq, Neural Networks, 62
name, subject, grade
hvbnfbj__bequugguwf, Mathematics, 27
hvbnfbj__bequugguwf, Physics, 2
hvbnfbj__bequugguwf, Soc Studies, 
hvbnfbj__bequugguwf, Art, 96
hvbnfbj__bequugguwf, Music, 78
hvbnfbj__bequugguwf, Ancient History, 46
hvbnfbj__bequugguwf, Biology, 19
hvbnfbj__bequugguwf, Neural Networks, 41
name, subject, grade
ubkoyyf__a, Mathematics, 
ubkoyyf__a, Physics, 62
ubkoyyf__a, Soc Studies, 24
ubkoyyf__a, Art, 79
ubkoyyf__a, Music, 52
ubkoyyf__a, Ancient History, 33
ubkoyyf__a, Biology, 
ubkoyyf__a, Neural Networks, 96
name, subject, grade
raw__jncklsmb, Mathematics, 77
raw__jncklsmb, Physics, 16
raw__jncklsmb, Soc Studies, 1
raw__jncklsmb, Art, 
raw__jncklsmb, Music, 78
raw__jncklsmb, Ancient History, 88
raw__jncklsmb, Biology, 
raw__jncklsmb, Neural Networks, 67
name, subject, grade
uvuocara__harbqusvh, Mathematics, 76
uvuocara__harbqusvh, Physics, 91
uvuocara__harbqusvh, Soc Studies, 62
uvuocara__harbqusvh, Art, 42
uvuocara__harbqusvh, Music, 92
uvuocara__harbqusvh, Ancient History, 31
uvuocara__harbqusvh, Biology, 83
uvuocara__harbqusvh, Neural Networks, 21
name, subject, grade
w__xco, Mathematics, 96
w__xco, Physics, 46
w__xco, Soc Studies, 18
w__xco, Art, 74
w__xco, Music, 54
w__xco, Ancient History, 47
w__xco, Biology, 68
w__xco, Neural Networks, 
name, subject, grade
vbiarxsp__gszdlwkqqs, Mathematics, 95
vbiarxsp__gszdlwkqqs, Physics, 21
vbiarxsp__gszdlwkqqs, Soc Studies, 37
vbiarxsp__gszdlwkqqs, Art, 65
vbiarxsp__gszdlwkqqs, Music, 64
vbiarxsp__gszdlwkqqs, Ancient History, 
vbiarxsp__gszdlwkqqs, Biology, 8
vbiarxsp__gszdlwkqqs, Neural Networks, 39
name, subject, grade
lkscwer__xoqnhrzixn, Mathematics, 43
lkscwer__xoqnhrzixn, Physics, 
lkscwer__xoqnhrzixn, Soc Studies, 14
lkscwer__xoqnhrzixn, Art, 56
lkscwer__xoqnhrzixn, Music, 92
lkscwer__xoqnhrzixn, Ancient History, 97
lkscwer__xoqnhrzixn, Biology, 35
lkscwer__xoqnhrzixn, Neural Networks, 40
name, subject, grade
fqxroxzqcp__dkdy, Mathematics, 12
fqxroxzqcp__dkdy, Physics, 31
fqxroxzqcp__dkdy, Soc Studies, 31
fqxroxzqcp__dkdy, Art, 
fqxroxzqcp__dkdy, Music, 
fqxroxzqcp__dkdy, Ancient History, 1
fqxroxzqcp__dkdy, Biology, 87
fqxroxzqcp__dkdy, Neural Networks, 39
name, subject, grade
xhlevyx__ycugybfyy, Mathematics, 90
xhlevyx__ycugybfyy, Physics, 55
xhlevyx__ycugybfyy, Soc Studies, 26
xhlevyx__ycugybfyy, Art, 26
xhlevyx__ycugybfyy, Music, 96
xhlevyx__ycugybfyy, Ancient History, 23
xhlevyx__ycugybfyy, Biology, 30
xhlevyx__ycugybfyy, Neural Networks, 18
name, subject, grade
fvkrst__zgf, Mathematics, 
fvkrst__zgf, Physics, 18
fvkrst__zgf, Soc Studies, 3
fvkrst__zgf, Art, 6
fvkrst__zgf, Music, 91
fvkrst__zgf, Ancient History, 18
fvkrst__zgf, Biology, 27
fvkrst__zgf, Neural Networks, 69
name, subject, grade
xcwilkbq__extp, Mathematics, 
xcwilkbq__extp, Physics, 59
xcwilkbq__extp, Soc Studies, 78
xcwilkbq__extp, Art, 
xcwilkbq__extp, Music, 
xcwilkbq__extp, Ancient History, 
xcwilkbq__extp, Biology, 98
xcwilkbq__extp, Neural Networks, 47
name, subject, grade
bwbhjgryfg__glrgxeswd, Mathematics, 40
bwbhjgryfg__glrgxeswd, Physics, 69
bwbhjgryfg__glrgxeswd, Soc Studies, 84
bwbhjgryfg__glrgxeswd, Art, 2
bwbhjgryfg__glrgxeswd, Music, 61
bwbhjgryfg__glrgxeswd, Ancient History, 1
bwbhjgryfg__glrgxeswd, Biology, 40
bwbhjgryfg__glrgxeswd, Neural Networks, 44
name, subject, grade
ewddovzkfu__a, Mathematics, 64
ewddovzkfu__a, Physics, 0
ewddovzkfu__a, Soc Studies, 37
ewddovzkfu__a, Art, 
ewddovzkfu__a, Music, 60
ewddovzkfu__a, Ancient History, 7
ewddovzkfu__a, Biology, 0
ewddovzkfu__a, Neural Networks, 76
name, subject, grade
d__vrqasjaa, Mathematics, 30
d__vrqasjaa, Physics, 91
d__vrqasjaa, Soc Studies, 35
d__vrqasjaa, Art, 
d__vrqasjaa, Music, 27
d__vrqasjaa, Ancient History, 27
d__vrqasjaa, Biology, 
d__vrqasjaa, Neural Networks, 16
name, subject, grade
ubdmdbp__pedwpifbdr, Mathematics, 59
ubdmdbp__pedwpifbdr, Physics, 23
ubdmdbp__pedwpifbdr, Soc Studies, 59
ubdmdbp__pedwpifbdr, Art, 20
ubdmdbp__pedwpifbdr, Music, 94
ubdmdbp__pedwpifbdr, Ancient History, 32
ubdmdbp__pedwpifbdr, Biology, 61
ubdmdbp__pedwpifbdr, Neural Networks, 84
name, subject, grade
fhdxmc__zz, Mathematics, 89
fhdxmc__zz, Physics, 32
fhdxmc__zz, Soc Studies, 22
fhdxmc__zz, Art, 13
fhdxmc__zz, Music, 12
fhdxmc__zz, Ancient History, 66
fhdxmc__zz, Biology, 8
fhdxmc__zz, Neural Networks, 74
name, subject, grade
t__tp, Mathematics, 32
t__tp, Physics, 59
t__tp, Soc Studies, 48
t__tp, Art, 12
t__tp, Music, 
t__tp, Ancient History, 8
t__tp, Biology, 63
t__tp, Neural Networks, 3
name, subject, grade
vqtkbyaq__oxqfojw, Mathematics, 52
vqtkbyaq__oxqfojw, Physics, 64
vqtkbyaq__oxqfojw, Soc Studies, 54
vqtkbyaq__oxqfojw, Art, 62
vqtkbyaq__oxqfojw, Music, 82
vqtkbyaq__oxqfojw, Ancient History, 
vqtkbyaq__oxqfojw, Biology, 72
vqtkbyaq__oxqfojw, Neural Networks, 82
name, subject, grade
ym__eigpxe, Mathematics, 43
ym__eigpxe, Physics, 81
ym__eigpxe, Soc Studies, 20
ym__eigpxe, Art, 2
ym__eigpxe, Music, 4
ym__eigpxe, Ancient History, 12
ym__eigpxe, Biology, 63
ym__eigpxe, Neural Networks, 52
name, subject, grade
kifq__gttrdt, Mathematics, 20
kifq__gttrdt, Physics, 15
kifq__gttrdt, Soc Studies, 5
kifq__gttrdt, Art, 66
kifq__gttrdt, Music, 94
kifq__gttrdt, Ancient History, 14
kifq__gttrdt, Biology, 71
kifq__gttrdt, Neural Networks, 22
name, subject, grade
yfbkw__kywfelhv, Mathematics, 
yfbkw__kywfelhv, Physics, 91
yfbkw__kywfelhv, Soc Studies, 83
yfbkw__kywfelhv, Art, 41
yfbkw__kywfelhv, Music, 80
yfbkw__kywfelhv, Ancient History, 61
yfbkw__kywfelhv, Biology, 34
yfbkw__kywfelhv, Neural Networks, 64
name, subject, grade
hyyfwcshoe__awdx, Mathematics, 
hyyfwcshoe__awdx, Physics, 
hyyfwcshoe__awdx, Soc Studies, 78
hyyfwcshoe__awdx, Art, 96
hyyfwcshoe__awdx, Music, 
hyyfwcshoe__awdx, Ancient History, 63
hyyfwcshoe__awdx, Biology, 36
hyyfwcshoe__awdx, Neural Networks, 93
name, subject, grade
cjumn__hqecwwxjgz, Mathematics, 12
cjumn__hqecwwxjgz, Physics, 97
cjumn__hqecwwxjgz, Soc Studies, 17
cjumn__hqecwwxjgz, Art, 45
cjumn__hqecwwxjgz, Music, 20
cjumn__hqecwwxjgz, Ancient History, 13
cjumn__hqecwwxjgz, Biology, 38
cjumn__hqecwwxjgz, Neural Networks, 81
name, subject, grade
k__xmgltvw, Mathematics, 9
k__xmgltvw, Physics, 59
k__xmgltvw, Soc Studies, 87
k__xmgltvw, Art, 42
k__xmgltvw, Music, 2
k__xmgltvw, Ancient History, 11
k__xmgltvw, Biology, 
k__xmgltvw, Neural Networks, 3
name, subject, grade
wvx__jufdmqqa, Mathematics, 78
wvx__jufdmqqa, Physics, 8
wvx__jufdmqqa, Soc Studies, 20
wvx__jufdmqqa, Art, 26
wvx__jufdmqqa, Music, 29
wvx__jufdmqqa, Ancient History, 44
wvx__jufdmqqa, Biology, 91
wvx__jufdmqqa, Neural Networks, 6
name, subject, grade
vdo__mmgkkhpomx, Mathematics, 0
vdo__mmgkkhpomx, Physics, 45
vdo__mmgkkhpomx, Soc Studies, 
vdo__mmgkkhpomx, Art, 56
vdo__mmgkkhpomx, Music, 86
vdo__mmgkkhpomx, Ancient History, 62
vdo__mmgkkhpomx, Biology, 7
vdo__mmgkkhpomx, Neural Networks, 59
name, subject, grade
j__fogifrjxma, Mathematics, 24
j__fogifrjxma, Physics, 1
j__fogifrjxma, Soc Studies, 81
j__fogifrjxma, Art, 70
j__fogifrjxma, Music, 9
j__fogifrjxma, Ancient History, 5
j__fogifrjxma, Biology, 
j__fogifrjxma, Neural Networks, 25
name, subject, grade
ygmkjptqiw__tfmmpzrhh, Mathematics, 52
ygmkjptqiw__tfmmpzrhh, Physics, 9
ygmkjptqiw__tfmmpzrhh, Soc Studies, 
ygmkjptqiw__tfmmpzrhh, Art, 88
ygmkjptqiw__tfmmpzrhh, Music, 45
ygmkjptqiw__tfmmpzrhh, Ancient History, 
ygmkjptqiw__tfmmpzrhh, Biology, 60
ygmkjptqiw__tfmmpzrhh, Neural Networks, 6
name, subject, grade
vqig__nq, Mathematics, 8
vqig__nq, Physics, 
vqig__nq, Soc Studies, 
vqig__nq, Art, 
vqig__nq, Music, 75
vqig__nq, Ancient History, 27
vqig__nq, Biology, 41
vqig__nq, Neural Networks, 22
name, subject, grade
yaaskquyag__yxpocfiqa, Mathematics, 52
yaaskquyag__yxpocfiqa, Physics, 74
yaaskquyag__yxpocfiqa, Soc Studies, 74
yaaskquyag__yxpocfiqa, Art, 23
yaaskquyag__yxpocfiqa, Music, 12
yaaskquyag__yxpocfiqa, Ancient History, 90
yaaskquyag__yxpocfiqa, Biology, 25
yaaskquyag__yxpocfiqa, Neural Networks, 
name, subject, grade
ggy__gpk, Mathematics, 51
ggy__gpk, Physics, 92
ggy__gpk, Soc Studies, 47
ggy__gpk, Art, 59
ggy__gpk, Music, 
ggy__gpk, Ancient History, 2
ggy__gpk, Biology, 
ggy__gpk, Neural Networks, 31
name, subject, grade
md__jtl, Mathematics, 13
md__jtl, Physics, 35
md__jtl, Soc Studies, 92
md__jtl, Art, 30
md__jtl, Music, 95
md__jtl, Ancient History, 
md__jtl, Biology, 52
md__jtl, Neural Networks, 
name, subject, grade
u__pbxok, Mathematics, 
u__pbxok, Physics, 21
u__pbxok, Soc Studies, 46
u__pbxok, Art, 8
u__pbxok, Music, 78
u__pbxok, Ancient History, 50
u__pbxok, Biology, 69
u__pbxok, Neural Networks, 96
name, subject, grade
lzpetgng__cf, Mathematics, 
lzpetgng__cf, Physics, 10
lzpetgng__cf, Soc Studies, 67
lzpetgng__cf, Art, 23
lzpetgng__cf, Music, 67
lzpetgng__cf, Ancient History, 80
lzpetgng__cf, Biology, 23
lzpetgng__cf, Neural Networks, 9
name, subject, grade
ap__lmxeslet, Mathematics, 30
ap__lmxeslet, Physics, 41
ap__lmxeslet, Soc Studies, 67
ap__lmxeslet, Art, 12
ap__lmxeslet, Music, 56
ap__lmxeslet, Ancient History, 74
ap__lmxeslet, Biology, 19
ap__lmxeslet, Neural Networks, 6
name, subject, grade
pr__mu, Mathematics, 44
pr__mu, Physics, 64
pr__mu, Soc Studies, 28
pr__mu, Art, 99
pr__mu, Music, 1
pr__mu, Ancient History, 63
pr__mu, Biology, 63
pr__mu, Neural Networks, 50
name, subject, grade
dlfgvn__iyqu, Mathematics, 31
dlfgvn__iyqu, Physics, 
dlfgvn__iyqu, Soc Studies, 5
dlfgvn__iyqu, Art, 47
dlfgvn__iyqu, Music, 41
dlfgvn__iyqu, Ancient History, 35
dlfgvn__iyqu, Biology, 90
dlfgvn__iyqu, Neural Networks, 22
name, subject, grade
lwvlsyl__blydkb, Mathematics, 27
lwvlsyl__blydkb, Physics, 22
lwvlsyl__blydkb, Soc Studies, 97
lwvlsyl__blydkb, Art, 63
lwvlsyl__blydkb, Music, 22
lwvlsyl__blydkb, Ancient History, 47
lwvlsyl__blydkb, Biology, 3
lwvlsyl__blydkb, Neural Networks, 23
name, subject, grade
wpuovrgd__xanh, Mathematics, 56
wpuovrgd__xanh, Physics, 53
wpuovrgd__xanh, Soc Studies, 10
wpuovrgd__xanh, Art, 25
wpuovrgd__xanh, Music, 
wpuovrgd__xanh, Ancient History, 
wpuovrgd__xanh, Biology, 68
wpuovrgd__xanh, Neural Networks, 
name, subject, grade
vkggdaw__uiwdelon, Mathematics, 
vkggdaw__uiwdelon, Physics, 65
vkggdaw__uiwdelon, Soc Studies, 10
vkggdaw__uiwdelon, Art, 28
vkggdaw__uiwdelon, Music, 72
vkggdaw__uiwdelon, Ancient History, 67
vkggdaw__uiwdelon, Biology, 96
vkggdaw__uiwdelon, Neural Networks, 36
name, subject, grade
u__ffqxtfnwjm, Mathematics, 50
u__ffqxtfnwjm, Physics, 21
u__ffqxtfnwjm, Soc Studies, 21
u__ffqxtfnwjm, Art, 69
u__ffqxtfnwjm, Music, 31
u__ffqxtfnwjm, Ancient History, 99
u__ffqxtfnwjm, Biology, 36
u__ffqxtfnwjm, Neural Networks, 81
name, subject, grade
dujyaem__ubdt, Mathematics, 6
dujyaem__ubdt, Physics, 59
dujyaem__ubdt, Soc Studies, 37
dujyaem__ubdt, Art, 20
dujyaem__ubdt, Music, 29
dujyaem__ubdt, Ancient History, 77
dujyaem__ubdt, Biology, 67
dujyaem__ubdt, Neural Networks, 58
name, subject, grade
vq__ebeuresaq, Mathematics, 32
vq__ebeuresaq, Physics, 70
vq__ebeuresaq, Soc Studies, 
vq__ebeuresaq, Art, 44
vq__ebeuresaq, Music, 69
vq__ebeuresaq, Ancient History, 29
vq__ebeuresaq, Biology, 83
vq__ebeuresaq, Neural Networks, 90
name, subject, grade
fzspvxhegb__zhmowi, Mathematics, 91
fzspvxhegb__zhmowi, Physics, 
fzspvxhegb__zhmowi, Soc Studies, 
fzspvxhegb__zhmowi, Art, 36
fzspvxhegb__zhmowi, Music, 6
fzspvxhegb__zhmowi, Ancient History, 80
fzspvxhegb__zhmowi, Biology, 77
fzspvxhegb__zhmowi, Neural Networks, 44
name, subject, grade
gfk__vxk, Mathematics, 
gfk__vxk, Physics, 9
gfk__vxk, Soc Studies, 22
gfk__vxk, Art, 82
gfk__vxk, Music, 
gfk__vxk, Ancient History, 59
gfk__vxk, Biology, 48
gfk__vxk, Neural Networks, 87
name, subject, grade
ttauixczv__bmnlzwmfj, Mathematics, 81
ttauixczv__bmnlzwmfj, Physics, 98
ttauixczv__bmnlzwmfj, Soc Studies, 
ttauixczv__bmnlzwmfj, Art, 
ttauixczv__bmnlzwmfj, Music, 
ttauixczv__bmnlzwmfj, Ancient History, 51
ttauixczv__bmnlzwmfj, Biology, 69
ttauixczv__bmnlzwmfj, Neural Networks, 
name, subject, grade
xghvue__twkzhuikbm, Mathematics, 
xghvue__twkzhuikbm, Physics, 80
xghvue__twkzhuikbm, Soc Studies, 3
xghvue__twkzhuikbm, Art, 2
xghvue__twkzhuikbm, Music, 22
xghvue__twkzhuikbm, Ancient History, 2
xghvue__twkzhuikbm, Biology, 77
xghvue__twkzhuikbm, Neural Networks, 19
name, subject, grade
yns__swllcxzhgd, Mathematics, 16
yns__swllcxzhgd, Physics, 44
yns__swllcxzhgd, Soc Studies, 54
yns__swllcxzhgd, Art, 52
yns__swllcxzhgd, Music, 84
yns__swllcxzhgd, Ancient History, 9
yns__swllcxzhgd, Biology, 28
