first_name, last_name, subject, grade
mapsxeyy, mpzyhq, History, 
bccb, ljcrpt, Maths, C+
bccb, ljcrpt, Physics, B+
bccb, ljcrpt, Social Studies, D+
bccb, ljcrpt, Art, C+
bccb, ljcrpt, Music, B
bccb, ljcrpt, History, B-
kwjsavpiv, ehfcimge, Maths, B+
kwjsavpiv, ehfcimge, Physics, D
kwjsavpiv, ehfcimge, Social Studies, C+
kwjsavpiv, ehfcimge, Art, F
kwjsavpiv, ehfcimge, Music, 
kwjsavpiv, ehfcimge, History, C-
dwjyh, jqzuokcc, Maths, A-
dwjyh, jqzuokcc, Physics, A-
dwjyh, jqzuokcc, Social Studies, C-
dwjyh, jqzuokcc, Art, 
dwjyh, jqzuokcc, Music, D
dwjyh, jqzuokcc, History, C-
gahjgq, jilijba, Maths, A
gahjgq, jilijba, Physics, A
gahjgq, jilijba, Social Studies, A-
gahjgq, jilijba, Art, C-
gahjgq, jilijba, Music, A-
gahjgq, jilijba, History, D-
gu, ttvvaoxarh, Maths, C-
gu, ttvvaoxarh, Physics, 
gu, ttvvaoxarh, Social Studies, B
gu, ttvvaoxarh, Art, 
gu, ttvvaoxarh, Music, B+
gu, ttvvaoxarh, History, D
igmari, rmmq, Maths, D+
igmari, rmmq, Physics, C-
igmari, rmmq, Social Studies, A-
igmari, rmmq, Art, C-
igmari, rmmq, Music, B+
igmari, rmmq, History, 
kehkmb, xspqzczwb, Maths, B+
kehkmb, xspqzczwb, Physics, C
kehkmb, xspqzczwb, Social Studies, C
kehkmb, xspqzczwb, Art, 
kehkmb, xspqzczwb, Music, B
kehkmb, xspqzczwb, History, B-
qasigrqxrf, gpf, Maths, A
qasigrqxrf, gpf, Physics, 
qasigrqxrf, gpf, Social Studies, B+
qasigrqxrf, gpf, Art, A
qasigrqxrf, gpf, Music, C-
qasigrqxrf, gpf, History, B
dvmhcekqp, vlnsh, Maths, C-
dvmhcekqp, vlnsh, Physics, C
dvmhcekqp, vlnsh, Social Studies, C
dvmhcekqp, vlnsh, Art, C
dvmhcekqp, vlnsh, Music, B+
dvmhcekqp, vlnsh, History, 
spbyo, uuyholqckv, Maths, A
spbyo, uuyholqckv, Physics, D
spbyo, uuyholqckv, Social Studies, D
spbyo, uuyholqckv, Art, B+
spbyo, uuyholqckv, Music, C
spbyo, uuyholqckv, History, F
pxmaqidj, sck, Maths, D-
pxmaqidj, sck, Physics, D-
pxmaqidj, sck, Social Studies, B
pxmaqidj, sck, Art, F
pxmaqidj, sck, Music, B+
pxmaqidj, sck, History, C+
yozvpvv, dspscvbba, Maths, 
yozvpvv, dspscvbba, Physics, B-
yozvpvv, dspscvbba, Social Studies, B+
yozvpvv, dspscvbba, Art, C-
yozvpvv, dspscvbba, Music, A
yozvpvv, dspscvbba, History, C+
hlxwbaoqg, fhcm, Maths, A
hlxwbaoqg, fhcm, Physics, 
hlxwbaoqg, fhcm, Social Studies, C-
hlxwbaoqg, fhcm, Art, D
hlxwbaoqg, fhcm, Music, 
hlxwbaoqg, fhcm, History, C
ivqogbtwm, qniok, Maths, 
ivqogbtwm, qniok, Physics, A-
ivqogbtwm, qniok, Social Studies, F
ivqogbtwm, qniok, Art, B+
ivqogbtwm, qniok, Music, B+
ivqogbtwm, qniok, History, D+
tfinxpjl, omrmjhlrrz, Maths, F
tfinxpjl, omrmjhlrrz, Physics, B
tfinxpjl, omrmjhlrrz, Social Studies, A
tfinxpjl, omrmjhlrrz, Art, B-
tfinxpjl, omrmjhlrrz, Music, B+
tfinxpjl, omrmjhlrrz, History, D
fpdhe, bf, Maths, A-
fpdhe, bf, Physics, C-
fpdhe, bf, Social Studies, F
fpdhe, bf, Art, 
fpdhe, bf, Music, 
fpdhe, bf, History, D+
ugltodkkm, mjchxorlnn, Maths, F
ugltodkkm, mjchxorlnn, Physics, D
ugltodkkm, mjchxorlnn, Social Studies, B+
ugltodkkm, mjchxorlnn, Art, A
ugltodkkm, mjchxorlnn, Music, C+
ugltodkkm, mjchxorlnn, History, A-
feyxud, pwhltq, Maths, D-
feyxud, pwhltq, Physics, B
feyxud, pwhltq, Social Studies, B+
feyxud, pwhltq, Art, D-
feyxud, pwhltq, Music, C
feyxud, pwhltq, History, 
alhegm, sintk, Maths, C-
alhegm, sintk, Physics, 
alhegm, sintk, Social Studies, B+
alhegm, sintk, Art, F
alhegm, sintk, Music, B+
alhegm, sintk, History, A
i, om, Maths, F
i, om, Physics, D+
i, om, Social Studies, F
i, om, Art, D+
i, om, Music, A-
i, om, History, C-
x, vtau, Maths, F
x, vtau, Physics, 
x, vtau, Social Studies, B-
x, vtau, Art, 
x, vtau, Music, F
x, vtau, History, 
kxzmwyxb, vovwud, Maths, C
kxzmwyxb, vovwud, Physics, F
kxzmwyxb, vovwud, Social Studies, 
kxzmwyxb, vovwud, Art, A
kxzmwyxb, vovwud, Music, D
kxzmwyxb, vovwud, History, C+
bezjq, nufzspxj, Maths, D
bezjq, nufzspxj, Physics, 
bezjq, nufzspxj, Social Studies, C
bezjq, nufzspxj, Art, D
bezjq, nufzspxj, Music, B+
bezjq, nufzspxj, History, B+
rveq, ctstmimpx, Maths, A
rveq, ctstmimpx, Physics, B+
rveq, ctstmimpx, Social Studies, C
rveq, ctstmimpx, Art, A-
rveq, ctstmimpx, Music, A
rveq, ctstmimpx, History, D-
eohzh, c, Maths, A-
eohzh, c, Physics, 
eohzh, c, Social Studies, D
eohzh, c, Art, A
eohzh, c, Music, C
eohzh, c, History, C+
z, ztthfrspfl, Maths, D
z, ztthfrspfl, Physics, D+
z, ztthfrspfl, Social Studies, C+
z, ztthfrspfl, Art, 
z, ztthfrspfl, Music, A
z, ztthfrspfl, History, A-
v, i, Maths, D+
v, i, Physics, D
v, i, Social Studies, C-
v, i, Art, A-
v, i, Music, B-
v, i, History, D+
alwodnzve, liy, Maths, B
alwodnzve, liy, Physics, D
alwodnzve, liy, Social Studies, D+
alwodnzve, liy, Art, 
alwodnzve, liy, Music, B
alwodnzve, liy, History, C+
kntod, qjw, Maths, D+
kntod, qjw, Physics, B
kntod, qjw, Social Studies, B
kntod, qjw, Art, C
kntod, qjw, Music, 
kntod, qjw, History, C-
yp, z, Maths, B-
yp, z, Physics, B
yp, z, Social Studies, C
yp, z, Art, B+
yp, z, Music, D-
yp, z, History, D+
il, klxisyeah, Maths, B-
il, klxisyeah, Physics, D
il, klxisyeah, Social Studies, A
il, klxisyeah, Art, A
il, klxisyeah, Music, F
il, klxisyeah, History, B-
w, lyyg, Maths, 
w, lyyg, Physics, C
w, lyyg, Social Studies, D
w, lyyg, Art, D-
w, lyyg, Music, C+
w, lyyg, History, C
tcznhtpl, wadtqbft, Maths, B
tcznhtpl, wadtqbft, Physics, C-
tcznhtpl, wadtqbft, Social Studies, C
tcznhtpl, wadtqbft, Art, 
tcznhtpl, wadtqbft, Music, A-
tcznhtpl, wadtqbft, History, B+
pvmpdnzuf, vpgujrybjj, Maths, B+
pvmpdnzuf, vpgujrybjj, Physics, D-
pvmpdnzuf, vpgujrybjj, Social Studies, B-
pvmpdnzuf, vpgujrybjj, Art, B+
pvmpdnzuf, vpgujrybjj, Music, C+
pvmpdnzuf, vpgujrybjj, History, C+
jqs, jif, Maths, B-
jqs, jif, Physics, C+
jqs, jif, Social Studies, B-
jqs, jif, Art, D-
jqs, jif, Music, D-
jqs, jif, History, F
mbcsgkbqx, nzdt, Maths, D-
mbcsgkbqx, nzdt, Physics, 
mbcsgkbqx, nzdt, Social Studies, C+
mbcsgkbqx, nzdt, Art, D
mbcsgkbqx, nzdt, Music, D+
mbcsgkbqx, nzdt, History, F
bkauoa, zx, Maths, B-
bkauoa, zx, Physics, C
bkauoa, zx, Social Studies, D-
bkauoa, zx, Art, 
bkauoa, zx, Music, C-
bkauoa, zx, History, D+
nbhk, sptgs, Maths, D+
nbhk, sptgs, Physics, C+
nbhk, sptgs, Social Studies, D-
nbhk, sptgs, Art, B
nbhk, sptgs, Music, C-
nbhk, sptgs, History, D-
giyajbi, ftiyownj, Maths, A-
giyajbi, ftiyownj, Physics, A
giyajbi, ftiyownj, Social Studies, B+
giyajbi, ftiyownj, Art, D+
giyajbi, ftiyownj, Music, 
giyajbi, ftiyownj, History, D-
sqjaxm, iftw, Maths, B
sqjaxm, iftw, Physics, B+
sqjaxm, iftw, Social Studies, 
sqjaxm, iftw, Art, B
sqjaxm, iftw, Music, 
sqjaxm, iftw, History, 
ytzyfb, ymungfhc, Maths, D
ytzyfb, ymungfhc, Physics, D+
ytzyfb, ymungfhc, Social Studies, C+
ytzyfb, ymungfhc, Art, B
ytzyfb, ymungfhc, Music, D
ytzyfb, ymungfhc, History, C
tiwewui, xiqu, Maths, B
tiwewui, xiqu, Physics, 
tiwewui, xiqu, Social Studies, A-
tiwewui, xiqu, Art, B-
tiwewui, xiqu, Music, F
tiwewui, xiqu, History, B
bthmiig, mbybexp, Maths, C
bthmiig, mbybexp, Physics, C+
bthmiig, mbybexp, Social Studies, C+
bthmiig, mbybexp, Art, B-
bthmiig, mbybexp, Music, B-
bthmiig, mbybexp, History, D
lembcicy, ojbik, Maths, A
lembcicy, ojbik, Physics, C
lembcicy, ojbik, Social Studies, C
lembcicy, ojbik, Art, D
lembcicy, ojbik, Music, B
lembcicy, ojbik, History, C
cxfwklsnw, mbnt, Maths, B
cxfwklsnw, mbnt, Physics, B
cxfwklsnw, mbnt, Social Studies, C
cxfwklsnw, mbnt, Art, D-
cxfwklsnw, mbnt, Music, B
cxfwklsnw, mbnt, History, F
ozyf, psfb, Maths, D+
ozyf, psfb, Physics, D-
ozyf, psfb, Social Studies, B+
ozyf, psfb, Art, B-
ozyf, psfb, Music, 
ozyf, psfb, History, C+
gbjvveecw, ni, Maths, B+
gbjvveecw, ni, Physics, B
gbjvveecw, ni, Social Studies, D
gbjvveecw, ni, Art, B
gbjvveecw, ni, Music, D+
gbjvveecw, ni, History, B+
hgcvehgtt, ericyysl, Maths, A-
hgcvehgtt, ericyysl, Physics, D+
hgcvehgtt, ericyysl, Social Studies, B+
hgcvehgtt, ericyysl, Art, C
hgcvehgtt, ericyysl, Music, D
hgcvehgtt, ericyysl, History, B
dznxnl, vrm, Maths, C+
dznxnl, vrm, Physics, 
dznxnl, vrm, Social Studies, C+
dznxnl, vrm, Art, B+
dznxnl, vrm, Music, D
dznxnl, vrm, History, C+
rprjt, thj, Maths, A-
rprjt, thj, Physics, D-
rprjt, thj, Social Studies, C
rprjt, thj, Art, B
rprjt, thj, Music, 
rprjt, thj, History, C
bjxjtgn, y, Maths, C-
bjxjtgn, y, Physics, C
bjxjtgn, y, Social Studies, D-
bjxjtgn, y, Art, B+
bjxjtgn, y, Music, A
bjxjtgn, y, History, 
plrnau, nmhqar, Maths, 
plrnau, nmhqar, Physics, D-
plrnau, nmhqar, Social Studies, D-
plrnau, nmhqar, Art, A
plrnau, nmhqar, Music, C-
plrnau, nmhqar, History, C-
qm, qdcwmpl, Maths, 
qm, qdcwmpl, Physics, D+
qm, qdcwmpl, Social Studies, B
qm, qdcwmpl, Art, B
qm, qdcwmpl, Music, B
qm, qdcwmpl, History, D+
jpzytsz, ygjdys, Maths, 
jpzytsz, ygjdys, Physics, D
jpzytsz, ygjdys, Social Studies, A-
jpzytsz, ygjdys, Art, D-
jpzytsz, ygjdys, Music, C-
jpzytsz, ygjdys, History, A-
rbzwekvx, xgmo, Maths, A-
rbzwekvx, xgmo, Physics, 
rbzwekvx, xgmo, Social Studies, B-
rbzwekvx, xgmo, Art, D
rbzwekvx, xgmo, Music, 
rbzwekvx, xgmo, History, A-
ymjwfjxu, kkg, Maths, 
ymjwfjxu, kkg, Physics, A
ymjwfjxu, kkg, Social Studies, D
ymjwfjxu, kkg, Art, 
ymjwfjxu, kkg, Music, B-
ymjwfjxu, kkg, History, B-
haeynliz, pbmdjwnyh, Maths, B
haeynliz, pbmdjwnyh, Physics, D
haeynliz, pbmdjwnyh, Social Studies, D
haeynliz, pbmdjwnyh, Art, 
haeynliz, pbmdjwnyh, Music, B+
haeynliz, pbmdjwnyh, History, F
lcthrureem, wx, Maths, C+
lcthrureem, wx, Physics, B+
lcthrureem, wx, Social Studies, D
lcthrureem, wx, Art, 
lcthrureem, wx, Music, D
lcthrureem, wx, History, B-
e, aczownwm, Maths, B-
e, aczownwm, Physics, C
e, aczownwm, Social Studies, C+
e, aczownwm, Art, C+
e, aczownwm, Music, C-
e, aczownwm, History, 
wbpb, ctoazuhe, Maths, F
wbpb, ctoazuhe, Physics, F
wbpb, ctoazuhe, Social Studies, B
wbpb, ctoazuhe, Art, B+
wbpb, ctoazuhe, Music, B+
wbpb, ctoazuhe, History, C+
z, hgkzrrozy, Maths, F
z, hgkzrrozy, Physics, C
z, hgkzrrozy, Social Studies, B+
z, hgkzrrozy, Art, D
z, hgkzrrozy, Music, C+
z, hgkzrrozy, History, D-
ongccvu, mls, Maths, C+
ongccvu, mls, Physics, D+
ongccvu, mls, Social Studies, B
ongccvu, mls, Art, C+
ongccvu, mls, Music, F
ongccvu, mls, History, C+
ahjnv, egiwqtbfsj, Maths, A
ahjnv, egiwqtbfsj, Physics, B-
ahjnv, egiwqtbfsj, Social Studies, B+
ahjnv, egiwqtbfsj, Art, C-
ahjnv, egiwqtbfsj, Music, C-
ahjnv, egiwqtbfsj, History, A
lqjxm, snevwqhnpc, Maths, D
lqjxm, snevwqhnpc, Physics, D+
lqjxm, snevwqhnpc, Social Studies, 
lqjxm, snevwqhnpc, Art, F
lqjxm, snevwqhnpc, Music, 
lqjxm, snevwqhnpc, History, C+
qqu, nfzha, Maths, B
qqu, nfzha, Physics, 
qqu, nfzha, Social Studies, D-
qqu, nfzha, Art, D+
qqu, nfzha, Music, A
qqu, nfzha, History, D+
kxe, n, Maths, 
kxe, n, Physics, 
kxe, n, Social Studies, D-
kxe, n, Art, A
kxe, n, Music, B-
kxe, n, History, D-
mpjv, vu, Maths, A
mpjv, vu, Physics, C
mpjv, vu, Social Studies, B
mpjv, vu, Art, 
mpjv, vu, Music, B
mpjv, vu, History, A-
gjjoowrswq, omc, Maths, 
gjjoowrswq, omc, Physics, A-
gjjoowrswq, omc, Social Studies, F
gjjoowrswq, omc, Art, B
gjjoowrswq, omc, Music, C
gjjoowrswq, omc, History, D-
xohh, ajipplydsx, Maths, F
xohh, ajipplydsx, Physics, B
xohh, ajipplydsx, Social Studies, C
xohh, ajipplydsx, Art, 
xohh, ajipplydsx, Music, F
xohh, ajipplydsx, History, F
qezcq, bsygyqrx, Maths, C-
qezcq, bsygyqrx, Physics, B-
qezcq, bsygyqrx, Social Studies, 
qezcq, bsygyqrx, Art, F
qezcq, bsygyqrx, Music, C
qezcq, bsygyqrx, History, C
yigvospiv, jiocdko, Maths, D-
yigvospiv, jiocdko, Physics, D+
yigvospiv, jiocdko, Social Studies, D+
yigvospiv, jiocdko, Art, B
yigvospiv, jiocdko, Music, B+
yigvospiv, jiocdko, History, F
avnmh, cf, Maths, C-
avnmh, cf, Physics, B
avnmh, cf, Social Studies, D
avnmh, cf, Art, 
avnmh, cf, Music, B-
avnmh, cf, History, A-
vjw, bvxve, Maths, A-
vjw, bvxve, Physics, D+
vjw, bvxve, Social Studies, C
vjw, bvxve, Art, A
vjw, bvxve, Music, D-
vjw, bvxve, History, 
jzobljrugi, ifjqkrcwbe, Maths, B+
jzobljrugi, ifjqkrcwbe, Physics, C+
jzobljrugi, ifjqkrcwbe, Social Studies, C-
jzobljrugi, ifjqkrcwbe, Art, 
jzobljrugi, ifjqkrcwbe, Music, 
jzobljrugi, ifjqkrcwbe, History, 
oyazt, mddssa, Maths, C
oyazt, mddssa, Physics, C-
oyazt, mddssa, Social Studies, 
oyazt, mddssa, Art, C
oyazt, mddssa, Music, D+
oyazt, mddssa, History, 
pi, qdnor, Maths, D+
pi, qdnor, Physics, 
pi, qdnor, Social Studies, C
pi, qdnor, Art, C+
pi, qdnor, Music, A-
pi, qdnor, History, C+
kzvdgt, fkyc, Maths, B
kzvdgt, fkyc, Physics, D+
kzvdgt, fkyc, Social Studies, C-
kzvdgt, fkyc, Art, D+
kzvdgt, fkyc, Music, C
kzvdgt, fkyc, History, D+
zfveafjfuu, ye, Maths, F
zfveafjfuu, ye, Physics, C-
zfveafjfuu, ye, Social Studies, A-
zfveafjfuu, ye, Art, D+
zfveafjfuu, ye, Music, C
zfveafjfuu, ye, History, D
uqvvnp, evv, Maths, B
uqvvnp, evv, Physics, A
uqvvnp, evv, Social Studies, D
uqvvnp, evv, Art, C-
uqvvnp, evv, Music, B+
uqvvnp, evv, History, 
hvej, vsypke, Maths, D
hvej, vsypke, Physics, D-
hvej, vsypke, Social Studies, D-
hvej, vsypke, Art, 
hvej, vsypke, Music, A
hvej, vsypke, History, A-
bgnkvi, lgvfncl, Maths, A-
bgnkvi, lgvfncl, Physics, C-
bgnkvi, lgvfncl, Social Studies, D+
bgnkvi, lgvfncl, Art, 
bgnkvi, lgvfncl, Music, B+
bgnkvi, lgvfncl, History, D
vfo, qakwztjvjz, Maths, B+
vfo, qakwztjvjz, Physics, 
vfo, qakwztjvjz, Social Studies, B-
vfo, qakwztjvjz, Art, A
vfo, qakwztjvjz, Music, A
vfo, qakwztjvjz, History, B-
zus, gceja, Maths, D-
zus, gceja, Physics, B+
zus, gceja, Social Studies, B
zus, gceja, Art, 
zus, gceja, Music, B
zus, gceja, History, D-
dcj, zjr, Maths, B+
dcj, zjr, Physics, B+
dcj, zjr, Social Studies, D+
dcj, zjr, Art, B-
dcj, zjr, Music, A-
dcj, zjr, History, C-
dazmpua, wpplfgprg, Maths, D+
dazmpua, wpplfgprg, Physics, D-
dazmpua, wpplfgprg, Social Studies, B+
dazmpua, wpplfgprg, Art, F
dazmpua, wpplfgprg, Music, F
dazmpua, wpplfgprg, History, C-
d, cwbgnkxnoo, Maths, C-
d, cwbgnkxnoo, Physics, 
d, cwbgnkxnoo, Social Studies, B
d, cwbgnkxnoo, Art, B+
d, cwbgnkxnoo, Music, F
d, cwbgnkxnoo, History, C
axuh, wz, Maths, C
axuh, wz, Physics, B-
axuh, wz, Social Studies, D-
axuh, wz, Art, 
axuh, wz, Music, D-
axuh, wz, History, D
zvwd, lxewsympo, Maths, D-
zvwd, lxewsympo, Physics, B
zvwd, lxewsympo, Social Studies, A
zvwd, lxewsympo, Art, B
zvwd, lxewsympo, Music, B
zvwd, lxewsympo, History, B+
lcbro, sljwlxzkl, Maths, A
lcbro, sljwlxzkl, Physics, C
lcbro, sljwlxzkl, Social Studies, 
lcbro, sljwlxzkl, Art, D-
lcbro, sljwlxzkl, Music, C-
lcbro, sljwlxzkl, History, A
wnxo, rqhfqb, Maths, C
wnxo, rqhfqb, Physics, B
wnxo, rqhfqb, Social Studies, B
wnxo, rqhfqb, Art, D
wnxo, rqhfqb, Music, C
wnxo, rqhfqb, History, D
ecihwis, onaejqeen, Maths, A
ecihwis, onaejqeen, Physics, D+
ecihwis, onaejqeen, Social Studies, 
ecihwis, onaejqeen, Art, C
ecihwis, onaejqeen, Music, F
ecihwis, onaejqeen, History, C
rn, naitbjikq, Maths, A
rn, naitbjikq, Physics, 
rn, naitbjikq, Social Studies, B
rn, naitbjikq, Art, F
rn, naitbjikq, Music, B+
rn, naitbjikq, History, F
ecqpqc, uezom, Maths, D
ecqpqc, uezom, Physics, D-
ecqpqc, uezom, Social Studies, C-
ecqpqc, uezom, Art, A-
ecqpqc, uezom, Music, 
ecqpqc, uezom, History, D-
gttwlpqey, wenybclux, Maths, F
gttwlpqey, wenybclux, Physics, D-
gttwlpqey, wenybclux, Social Studies, F
gttwlpqey, wenybclux, Art, C+
gttwlpqey, wenybclux, Music, C
gttwlpqey, wenybclux, History, C-
twne, wpiuwins, Maths, 
twne, wpiuwins, Physics, B-
twne, wpiuwins, Social Studies, C-
twne, wpiuwins, Art, C-
twne, wpiuwins, Music, C-
twne, wpiuwins, History, D-
ehkycvrssl, nu, Maths, C
ehkycvrssl, nu, Physics, B-
ehkycvrssl, nu, Social Studies, 
ehkycvrssl, nu, Art, D-
ehkycvrssl, nu, Music, C+
ehkycvrssl, nu, History, B-
obnipqek, xm, Maths, A-
obnipqek, xm, Physics, C+
obnipqek, xm, Social Studies, C-
obnipqek, xm, Art, C-
obnipqek, xm, Music, B+
obnipqek, xm, History, 
mk, ipjbncg, Maths, A
mk, ipjbncg, Physics, C
mk, ipjbncg, Social Studies, B
mk, ipjbncg, Art, C
mk, ipjbncg, Music, C-
mk, ipjbncg, History, D-
lb, gxsdtxiai, Maths, C+
lb, gxsdtxiai, Physics, C
lb, gxsdtxiai, Social Studies, B-
lb, gxsdtxiai, Art, B-
lb, gxsdtxiai, Music, B+
lb, gxsdtxiai, History, A
okao, ekegpfj, Maths, C+
okao, ekegpfj, Physics, D-
okao, ekegpfj, Social Studies, 
okao, ekegpfj, Art, D
okao, ekegpfj, Music, B-
okao, ekegpfj, History, C-
nchl, kdvmrwwpke, Maths, B
nchl, kdvmrwwpke, Physics, B-
nchl, kdvmrwwpke, Social Studies, C-
nchl, kdvmrwwpke, Art, C+
nchl, kdvmrwwpke, Music, D+
nchl, kdvmrwwpke, History, C-
udwszenc, mdnxrgea, Maths, D+
udwszenc, mdnxrgea, Physics, A-
udwszenc, mdnxrgea, Social Studies, D-
udwszenc, mdnxrgea, Art, A-
udwszenc, mdnxrgea, Music, D-
udwszenc, mdnxrgea, History, C
u, xynom, Maths, D
u, xynom, Physics, D
u, xynom, Social Studies, C-
u, xynom, Art, C
u, xynom, Music, C+
u, xynom, History, D-
vbd, fxvbakkb, Maths, B+
vbd, fxvbakkb, Physics, 
vbd, fxvbakkb, Social Studies, C
vbd, fxvbakkb, Art, D
vbd, fxvbakkb, Music, A-
vbd, fxvbakkb, History, 
qp, kejtess, Maths, B+
qp, kejtess, Physics, B+
qp, kejtess, Social Studies, D
qp, kejtess, Art, F
qp, kejtess, Music, A
qp, kejtess, History, C-
zlpunqanhw, itay, Maths, D+
zlpunqanhw, itay, Physics, A-
zlpunqanhw, itay, Social Studies, B
zlpunqanhw, itay, Art, B-
zlpunqanhw, itay, Music, D+
zlpunqanhw, itay, History, D
dxxx, cwlmolnvqo, Maths, C-
dxxx, cwlmolnvqo, Physics, 
dxxx, cwlmolnvqo, Social Studies, A
dxxx, cwlmolnvqo, Art, C+
dxxx, cwlmolnvqo, Music, 
dxxx, cwlmolnvqo, History, C+
wpdheoxc, iy, Maths, C-
wpdheoxc, iy, Physics, B+
wpdheoxc, iy, Social Studies, A
wpdheoxc, iy, Art, D-
wpdheoxc, iy, Music, D+
wpdheoxc, iy, History, C-
ajpeggfjc, fmu, Maths, D
ajpeggfjc, fmu, Physics, F
ajpeggfjc, fmu, Social Studies, C-
ajpeggfjc, fmu, Art, D-
ajpeggfjc, fmu, Music, C+
ajpeggfjc, fmu, History, 
rtfotejm, kkiaegigua, Maths, 
rtfotejm, kkiaegigua, Physics, C-
rtfotejm, kkiaegigua, Social Studies, B
rtfotejm, kkiaegigua, Art, D-
rtfotejm, kkiaegigua, Music, F
rtfotejm, kkiaegigua, History, D
fanffokbo, lwjsert, Maths, 
fanffokbo, lwjsert, Physics, B
fanffokbo, lwjsert, Social Studies, C-
fanffokbo, lwjsert, Art, B
fanffokbo, lwjsert, Music, C+
fanffokbo, lwjsert, History, D-
eiunidaalq, kf, Maths, 
eiunidaalq, kf, Physics, A
eiunidaalq, kf, Social Studies, 
eiunidaalq, kf, Art, F
eiunidaalq, kf, Music, C-
eiunidaalq, kf, History, C+
lw, zlelgomo, Maths, C+
lw, zlelgomo, Physics, B
lw, zlelgomo, Social Studies, A-
lw, zlelgomo, Art, A-
lw, zlelgomo, Music, D+
lw, zlelgomo, History, A-
tlhrjy, ujzdfwngo, Maths, B+
tlhrjy, ujzdfwngo, Physics, A-
tlhrjy, ujzdfwngo, Social Studies, A-
tlhrjy, ujzdfwngo, Art, B+
tlhrjy, ujzdfwngo, Music, B-
tlhrjy, ujzdfwngo, History, D
spmddvlopv, gskeuikug, Maths, 
spmddvlopv, gskeuikug, Physics, D-
spmddvlopv, gskeuikug, Social Studies, B-
spmddvlopv, gskeuikug, Art, A-
spmddvlopv, gskeuikug, Music, B
spmddvlopv, gskeuikug, History, C-
bwoeop, gziite, Maths, B-
bwoeop, gziite, Physics, C+
bwoeop, gziite, Social Studies, C+
bwoeop, gziite, Art, B
bwoeop, gziite, Music, C
bwoeop, gziite, History, C
rcmame, tyqm, Maths, D
rcmame, tyqm, Physics, F
rcmame, tyqm, Social Studies, D-
rcmame, tyqm, Art, B
rcmame, tyqm, Music, C-
rcmame, tyqm, History, C
aqy, wxxiam, Maths, F
aqy, wxxiam, Physics, C
aqy, wxxiam, Social Studies, B+
aqy, wxxiam, Art, A-
aqy, wxxiam, Music, A-
aqy, wxxiam, History, 
schkm, vklwvyi, Maths, B
schkm, vklwvyi, Physics, B+
schkm, vklwvyi, Social Studies, D-
schkm, vklwvyi, Art, 
schkm, vklwvyi, Music, B
schkm, vklwvyi, History, D
fdygnb, krywllvwnh, Maths, C+
fdygnb, krywllvwnh, Physics, A-
fdygnb, krywllvwnh, Social Studies, C-
fdygnb, krywllvwnh, Art, C+
fdygnb, krywllvwnh, Music, A-
fdygnb, krywllvwnh, History, D+
icoo, iwwazql, Maths, C
icoo, iwwazql, Physics, C+
icoo, iwwazql, Social Studies, C+
icoo, iwwazql, Art, 
icoo, iwwazql, Music, B+
icoo, iwwazql, History, F
lhs, ol, Maths, 
lhs, ol, Physics, F
lhs, ol, Social Studies, C
lhs, ol, Art, C+
lhs, ol, Music, D-
lhs, ol, History, D
iocb, ix, Maths, B-
iocb, ix, Physics, C
iocb, ix, Social Studies, D
iocb, ix, Art, B
iocb, ix, Music, A-
iocb, ix, History, C
jtpcnhwgp, ls, Maths, D+
jtpcnhwgp, ls, Physics, A
jtpcnhwgp, ls, Social Studies, C+
jtpcnhwgp, ls, Art, C-
jtpcnhwgp, ls, Music, 
jtpcnhwgp, ls, History, C-
p, b, Maths, B+
p, b, Physics, B+
p, b, Social Studies, C
p, b, Art, 
p, b, Music, D
p, b, History, D+
currtl, r, Maths, D-
currtl, r, Physics, 
currtl, r, Social Studies, 
currtl, r, Art, B+
currtl, r, Music, D-
currtl, r, History, D+
ojkgnpc, yiza, Maths, D-
ojkgnpc, yiza, Physics, B-
ojkgnpc, yiza, Social Studies, D
ojkgnpc, yiza, Art, A
ojkgnpc, yiza, Music, A-
ojkgnpc, yiza, History, B
qorjq, epptlerd, Maths, B
qorjq, epptlerd, Physics, 
qorjq, epptlerd, Social Studies, C-
qorjq, epptlerd, Art, B+
qorjq, epptlerd, Music, C+
qorjq, epptlerd, History, C-
oszlwmyvt, agrhht, Maths, D-
oszlwmyvt, agrhht, Physics, C
oszlwmyvt, agrhht, Social Studies, A-
oszlwmyvt, agrhht, Art, A
oszlwmyvt, agrhht, Music, D-
oszlwmyvt, agrhht, History, B
rcqfbj, swvklnl, Maths, 
rcqfbj, swvklnl, Physics, D
rcqfbj, swvklnl, Social Studies, B+
rcqfbj, swvklnl, Art, 
rcqfbj, swvklnl, Music, 
rcqfbj, swvklnl, History, B-
ygnvgzhnvs, smb, Maths, 
ygnvgzhnvs, smb, Physics, D-
ygnvgzhnvs, smb, Social Studies, 
ygnvgzhnvs, smb, Art, B-
ygnvgzhnvs, smb, Music, D+
ygnvgzhnvs, smb, History, D
sy, fqepuco, Maths, B+
sy, fqepuco, Physics, B-
sy, fqepuco, Social Studies, C-
sy, fqepuco, Art, 
sy, fqepuco, Music, F
sy, fqepuco, History, D-
zzihzxwnx, whlzpnzg, Maths, C-
zzihzxwnx, whlzpnzg, Physics, D-
zzihzxwnx, whlzpnzg, Social Studies, 
zzihzxwnx, whlzpnzg, Art, B
zzihzxwnx, whlzpnzg, Music, D+
